GameID,Winner,WhiteMoves,RedMoves,WhiteType,RedType,TimeStamp,DiceRolls,MoveLog
1,White,15,0,GreedyBot,GreedyBot,19/04/2025 15:06:19,(6,1);(4,3);(3,3);(2,6);(6,4);(5,3);(2,6);(1,4);(5,1);(2,6);(1,3);(4,6);(6,5);(4,2);(6,2);(5,6);(2,6);(3,3);(1,2);(1,5);(5,6);(3,1);(3,4);(3,4);(6,6);(3,3);(2,6);(5,5);(5,5);(1,1);(1,1);(2,6);(4,2);(6,4);(5,2);(3,6);(4,5);(4,5);(4,4);(4,3);(5,1);(1,1);(3,4);(3,4);(2,3);(6,3);(1,2);(4,6);(1,4),"White: 1 -> 7 (dice: 6);White: 1 -> 2 (dice: 1);Red: 6 -> 2 (dice: 4);Red: 6 -> 3 (dice: 3);White: 0 -> 3 (dice: 3);White: 7 -> 10 (dice: 3);White: 12 -> 15 (dice: 3);White: 12 -> 15 (dice: 3);Red: 25 -> 23 (dice: 2);Red: 8 -> 2 (dice: 6);White: 3 -> 9 (dice: 6);White: 10 -> 14 (dice: 4);Red: 6 -> 1 (dice: 5);Red: 6 -> 3 (dice: 3);White: 9 -> 15 (dice: 6);White: 12 -> 14 (dice: 2);Red: 6 -> 2 (dice: 4);Red: 2 -> 1 (dice: 1);White: 12 -> 17 (dice: 5);White: 14 -> 15 (dice: 1);Red: 8 -> 2 (dice: 6);Red: 3 -> 1 (dice: 2);White: 12 -> 15 (dice: 3);White: 14 -> 15 (dice: 1);Red: 8 -> 2 (dice: 6);Red: 13 -> 9 (dice: 4);White: 15 -> 21 (dice: 6);White: 15 -> 20 (dice: 5);Red: 9 -> 5 (dice: 4);Red: 5 -> 3 (dice: 2);White: 15 -> 21 (dice: 6);White: 15 -> 17 (dice: 2);Red: 13 -> 7 (dice: 6);Red: 7 -> 2 (dice: 5);White: 15 -> 21 (dice: 6);White: 15 -> 17 (dice: 2);Red: 13 -> 10 (dice: 3);Red: 10 -> 7 (dice: 3);Red: 7 -> 4 (dice: 3);Red: 4 -> 1 (dice: 3);White: 17 -> 19 (dice: 2);White: 17 -> 18 (dice: 1);Red: 13 -> 8 (dice: 5);Red: 2 -> 1 (dice: 1);White: 17 -> 23 (dice: 6);White: 17 -> 22 (dice: 5);Red: 25 -> 22 (dice: 3);Red: 2 -> 1 (dice: 1);White: 0 -> 4 (dice: 4);White: 4 -> 7 (dice: 3);Red: 8 -> 4 (dice: 4);Red: 4 -> 1 (dice: 3);White: 7 -> 13 (dice: 6);White: 13 -> 19 (dice: 6);White: 17 -> 23 (dice: 6);White: 17 -> 23 (dice: 6);Red: 25 -> 22 (dice: 3);White: 18 -> 20 (dice: 2);Red: 22 -> 17 (dice: 5);Red: 17 -> 12 (dice: 5);Red: 12 -> 7 (dice: 5);Red: 7 -> 2 (dice: 5);White: 23 -> off (dice: 5);White: 23 -> off (dice: 5);White: 23 -> off (dice: 5);White: 21 -> off (dice: 5);Red: 2 -> 1 (dice: 1);Red: 2 -> 1 (dice: 1);Red: 2 -> 1 (dice: 1);Red: 2 -> 1 (dice: 1);White: 19 -> 20 (dice: 1);White: 19 -> 20 (dice: 1);White: 19 -> 20 (dice: 1);White: 19 -> 20 (dice: 1);Red: 22 -> 16 (dice: 6);Red: 3 -> 1 (dice: 2);White: 21 -> off (dice: 4);White: 19 -> 21 (dice: 2);Red: 16 -> 10 (dice: 6);Red: 10 -> 6 (dice: 4);White: 21 -> off (dice: 5);White: 19 -> 21 (dice: 2);Red: 24 -> 18 (dice: 6);Red: 6 -> 3 (dice: 3);White: 21 -> off (dice: 4);White: 21 -> off (dice: 5);Red: 18 -> 13 (dice: 5);Red: 13 -> 9 (dice: 4);White: 19 -> 23 (dice: 4);White: 23 -> off (dice: 4);White: 20 -> 24 (dice: 4);White: 24 -> off (dice: 4);Red: 25 -> 21 (dice: 4);Red: 9 -> 6 (dice: 3);White: 20 -> off (dice: 5);White: 20 -> 21 (dice: 1);Red: 25 -> 24 (dice: 1);Red: 3 -> 2 (dice: 1);Red: 2 -> 1 (dice: 1);Red: 6 -> 5 (dice: 1);White: 21 -> off (dice: 4);White: 20 -> 23 (dice: 3);Red: 5 -> 1 (dice: 4);Red: 24 -> 21 (dice: 3);White: 23 -> off (dice: 2);White: 20 -> 23 (dice: 3);Red: 21 -> 15 (dice: 6);Red: 15 -> 12 (dice: 3);White: 23 -> off (dice: 2);White: 20 -> 21 (dice: 1);Red: 12 -> 6 (dice: 6);Red: 6 -> 2 (dice: 4)"
